nim,final_ipk,avg_ipk,max_ipk,min_ipk,ipk_stability,ipk_trend,performance_consistency,study_duration_years,on_time_graduation,total_achievements,akademik_achievements,non_akademik_achievements,lokal_achievements,regional_achievements,nasional_achievements,internasional_achievements,achievement_diversity_score,recent_achievements,achievement_frequency,international_recognition,publication_count,competition_wins,total_organizations,leadership_positions,member_positions,leadership_diversity,total_org_duration,avg_org_duration,academic_orgs,social_orgs,religious_orgs,sports_orgs,arts_orgs,technology_orgs,volunteer_orgs,org_type_diversity,inter_org_collaboration,current_active_orgs,academic_performance_score,achievement_score,organizational_involvement_score,composite_score,label,criteria_count,high_performer
105251102122,3.97,3.9416666666666664,3.97,3.9,0.9778333801947077,0.01285714285714292,0.9942488496791816,4.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,1,1,1,13,6.5,0,0,1,1,0,0,0,2,1,2,0.9901357283441267,0.0,0.65,0.5585542913376507,1,2,0
105251103722,3.96,3.9633333333333334,3.98,3.96,0.9926015846074788,0.0,0.9981193709188395,4.0,1,3,0,3,1,1,1,0,4,3,0.75,0,0,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.9917804753822436,0.8400000000000001,0.0,0.6907121901528974,1,2,0
105401111321,3.99,3.9800000000000004,3.99,3.96,0.9900990099009901,0.0035714285714283536,0.9974874371859296,3.0,1,3,2,1,0,2,1,0,4,3,0.75,0,2,1,3,0,3,0,14,4.666666666666667,1,0,1,1,0,0,0,3,2,1,0.9958868458274399,0.8666666666666667,0.38333333333333336,0.7975214049976427,1,3,1
105351104321,3.71,3.7375,3.86,3.68,0.9445693878579081,0.0,0.9842987363286884,4.0,1,1,0,1,1,0,0,0,2,1,0.25,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.9398708163573725,0.45999999999999996,0.0,0.536948326542949,0,1,0
105361102122,3.84,3.7933333333333334,3.84,3.64,0.9332104092509949,0.033142857142857085,0.9811327675276065,4.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,2,0,8,4.0,1,1,0,0,0,0,0,2,1,2,0.9592774084895841,0.0,0.3,0.45871096339583367,1,2,0
105111106522,3.95,3.9433333333333334,3.98,3.91,0.9791022880286591,0.0,0.9945873844146806,4.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,2,0,7,3.5,0,0,0,1,1,0,0,2,1,2,0.9862306864085978,0.0,0.275,0.46324227456343914,1,2,0
105261106021,3.65,3.7287500000000002,4.0,3.61,0.8640383136388061,0.0,0.9577992396801046,4.0,1,2,0,2,0,2,0,0,2,2,0.5,0,0,2,1,1,0,1,7,7.0,0,0,0,0,0,0,1,1,0,0,0.9067114940916418,0.64,0.6000000000000001,0.7366845976366567,1,3,1
105191111522,3.88,3.823333333333333,3.88,3.69,0.9401295035157824,0.0325714285714287,0.9833435281826131,4.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.9672959939118775,0.0,0.0,0.386918397564751,0,1,0
105131108822,3.72,3.731666666666666,3.78,3.7,0.9722625757597875,0.0,0.9923549608000788,4.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,1,1,1,9,4.5,1,0,0,0,0,0,1,2,1,2,0.9496787727279362,0.0,0.575,0.5236215090911744,1,2,0
105741103621,3.74,3.79625,3.85,3.74,0.9612686559303966,0.0,0.9893863935059031,4.0,1,1,0,1,1,0,0,0,2,1,0.25,0,0,1,1,1,0,1,5,5.0,0,1,0,0,0,0,0,1,0,0,0.949380596779119,0.45999999999999996,0.55,0.6782522387116476,1,2,0
105241100821,3.83,3.75625,3.83,3.69,0.9574661104174848,0.014880952380952321,0.9881734737810869,3.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,2,0,6,3.0,1,0,0,1,0,0,0,2,1,2,0.9632279283633407,0.0,0.25,0.4477911713453363,1,2,0
105241109222,3.92,3.9066666666666663,3.94,3.85,0.9732479720747833,0.009142857142857317,0.9929639835740313,4.0,1,2,1,1,1,1,0,0,4,2,0.5,0,1,1,1,0,1,0,2,2.0,0,0,0,0,1,0,0,1,0,1,0.9808886773367207,0.7,0.15,0.6748554709346882,1,2,0
105251105619,3.46,3.3575,3.46,3.27,0.9409114360404823,0.024523809523809274,0.9812958202724044,3.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,2,0,6,3.0,0,0,0,0,0,1,1,2,1,0,0.9037258117645256,0.0,0.25,0.4239903247058103,0,1,0
105361100721,3.93,3.94,3.98,3.92,0.9792274489164159,0.0,0.9946159382143156,3.0,1,1,0,1,0,1,0,0,2,1,0.25,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.9832682346749247,0.5399999999999999,0.0,0.5823072938699699,0,1,0
105711102220,3.92,3.8625,3.92,3.77,0.9545342022632406,0.020238095238095166,0.9876682466775031,3.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,1,0,8,8.0,1,0,0,0,0,0,0,1,0,0,0.9763840702027817,0.0,0.35,0.47805362808111274,0,1,0
105251101922,3.81,3.7266666666666666,3.81,3.6,0.9336175252408235,0.040571428571428425,0.9809206359501775,4.0,1,2,1,1,1,1,0,0,4,2,0.5,0,1,1,2,0,2,0,10,5.0,0,1,0,0,0,0,1,2,1,2,0.95564240042939,0.7,0.35,0.714756960171756,1,3,1
105361100522,3.88,3.875,3.89,3.86,0.990516526270678,0.0,0.9975292203670804,4.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,1,0,4,4.0,0,0,0,0,0,0,1,1,0,1,0.9791549578812033,0.0,0.25,0.45416198315248135,0,1,0
105351105221,3.87,3.875,3.9,3.84,0.9844347203792528,0.0,0.995919641728815,4.0,1,1,0,1,0,1,0,0,2,1,0.25,0,0,1,2,1,1,1,13,6.5,0,1,0,0,0,1,0,2,1,1,0.9758304161137759,0.5399999999999999,0.65,0.7418321664455103,1,2,0
105251106621,3.82,3.777142857142857,3.94,3.69,0.9256640495785997,0.0,0.9787390781807032,3.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,3,1,2,1,6,2.0,0,0,1,1,0,0,1,3,2,1,0.9506992148735799,0.0,0.5,0.505279685949432,1,2,0
105271104620,3.55,3.5122222222222224,3.82,3.29,0.8594844285836756,0.0,0.9534516324911035,4.0,1,1,1,0,1,0,0,0,2,1,0.25,0,1,0,3,0,3,0,19,6.333333333333333,0,0,0,0,1,1,1,3,2,0,0.8903453285751026,0.45999999999999996,0.45,0.6296381314300411,1,2,0
105461254023,3.9,3.95,4.0,3.9,0.9523809523809523,0.0,0.9873417721518988,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,2,0,5,2.5,1,0,0,0,1,0,0,2,1,2,0.9707142857142856,0.0,0.225,0.4445357142857143,1,2,0
105461217123,3.88,3.94,4.0,3.88,0.9433962264150942,0.0,0.9847715736040609,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,1,1,1,7,3.5,1,1,0,0,0,0,0,2,1,2,0.9650188679245282,0.0,0.525,0.5172575471698113,1,2,0
105461262323,3.94,3.9699999999999998,4.0,3.94,0.970873786407767,0.0,0.9924433249370277,0.0,1,3,2,1,3,0,0,0,3,3,0.75,0,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.98226213592233,0.7100000000000001,0.0,0.641404854368932,1,2,0
105461213423,3.96,3.973333333333333,4.0,3.96,0.9814927943841398,0.0,0.9952543169047883,4.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,1,0,7,7.0,0,1,0,0,0,0,0,1,0,1,0.9884478383152419,0.0,0.35,0.4828791353260967,0,1,0
