nim,final_ipk,final_sks,avg_ips,stability_score,semester_count,academic_trend,ipk_progression,academic_score,gender,graduation_status,program_code,entry_year,total_prestasi,prestasi_akademik,prestasi_non_akademik,prestasi_individu,international_achievements,national_achievements,regional_achievements,achievement_level_score,achievement_diversity,achievement_score,academic_weighted,achievement_weighted,organizational_weighted,composite_score,berprestasi,academic_excellence,achievement_portfolio,leadership_experience,criteria_met,performance_tier,total_organizations,leadership_positions,leadership_duration_months,org_type_diversity,avg_involvement_duration,current_active_orgs,academic_orgs,social_orgs,professional_orgs,student_government_orgs,religious_orgs,special_interest_orgs,highest_leadership_level,event_organization_experience,inter_org_collaboration,community_impact_projects,organizational_score
105421103922,3.23,113.0,2.7383333333333337,0.4826584537111488,6,-1,-0.0299999999999998,0.5485475361133446,1,0,11201,2022,8,1,7,8,0,6,2,14,4,0.43,0.21941901444533785,0.1505,0.08833333333333333,0.45825234777867113,0,0,1,0,1,developing,2,0,0,2,15.5,2,0,1,0,0,1,0,0,4,0.6,2,0.35333333333333333
105311101723,3.73,92.0,3.73,0.8453847068628433,4,0,-0.27,0.819865412058853,1,0,86203,2023,3,2,1,3,1,2,0,7,4,0.63,0.3279461648235412,0.22049999999999997,0.033541666666666664,0.5819878314902079,1,1,1,0,2,proficient,1,0,0,1,5.0,1,1,0,0,0,0,0,0,2,0.3,0,0.13416666666666666
105721110023,3.91,95.0,3.9025,0.9247650884528322,4,0,-0.0699999999999998,0.8661795265358497,0,0,61201,2023,1,0,1,1,0,1,0,2,2,0.19,0.3464718106143399,0.06649999999999999,0.07291666666666666,0.4858884772810066,1,1,0,1,2,proficient,1,4,72,1,18.0,0,0,0,0,1,0,0,1,2,0.3,1,0.29166666666666663
105651102723,3.91,84.0,3.915,0.9177828429790624,4,0,-0.06,0.8640848528937187,0,0,70201,2023,3,1,2,3,0,3,0,6,3,0.31,0.3456339411574875,0.1085,0.15583333333333332,0.6099672744908209,1,1,1,1,3,exemplary,5,9,105,4,11.6,3,0,1,2,0,1,1,1,10,1.0,2,0.6233333333333333
105651102822,3.68,122.0,3.6016666666666666,0.699843597850645,6,1,0.0500000000000002,0.8699530793551935,1,0,70201,2022,2,2,0,2,0,2,0,4,2,0.29,0.3479812317420774,0.10149999999999999,0.13088541666666664,0.580366648408744,1,1,1,1,3,exemplary,4,12,227,3,11.75,2,1,0,0,0,1,2,1,8,0.8999999999999999,0,0.5235416666666666
105501108822,3.79,34.0,2.234,0.3509929218904378,5,-1,3.79,0.5790478765671313,1,0,11901,2022,1,1,0,1,0,0,1,1,2,0.09,0.23161915062685254,0.0315,0.0,0.26311915062685254,0,1,0,0,1,developing,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0
105741100322,3.84,136.0,3.8366666666666656,0.8886872202010029,6,0,0.0,0.8466061660603008,0,0,60202,2022,1,1,0,1,1,0,0,3,2,0.3399999999999999,0.3386424664241203,0.11899999999999997,0.08427083333333334,0.5419132997574536,1,1,1,1,3,exemplary,2,2,14,1,11.5,2,0,0,0,2,0,0,1,4,0.3,2,0.33708333333333335
105841100322,3.58,115.0,3.245,0.5511816416918843,6,1,-0.31,0.8128544925075654,1,0,55202,2022,2,2,0,2,1,0,1,4,3,0.41,0.32514179700302615,0.1435,0.07479166666666667,0.5434334636696928,1,1,1,1,3,exemplary,1,6,66,1,11.0,1,0,0,0,1,0,0,1,2,0.3,1,0.2991666666666667
105751100921,3.98,116.0,3.986666666666667,0.9864426426359948,6,0,0.0099999999999997,0.8934327927907983,1,0,61403,2021,1,0,1,1,1,0,0,3,2,0.3399999999999999,0.35737311711631936,0.11899999999999997,0.12916666666666668,0.605539783782986,1,1,1,1,3,exemplary,4,5,76,4,13.5,1,1,0,1,1,1,0,1,8,1.0,1,0.5166666666666667
105451102121,3.86,148.0,3.86625,0.9207982983160036,8,0,-0.0500000000000002,0.858739489494801,0,0,86207,2021,2,1,1,2,1,0,1,4,4,0.43,0.3434957957979204,0.1505,0.080625,0.5746207957979204,1,1,1,1,3,exemplary,3,5,35,2,7.0,1,2,0,0,0,0,1,1,6,0.6,0,0.3225
105391100922,3.9,140.0,3.905,0.9193693350223948,6,0,-0.1,0.8633108005067184,1,0,84203,2022,3,0,3,3,0,0,3,3,2,0.19,0.3453243202026874,0.06649999999999999,0.04291666666666666,0.45474098686935405,1,1,1,0,2,proficient,1,0,0,1,8.0,0,0,0,1,0,0,0,0,2,0.3,0,0.17166666666666663
105381101422,3.97,118.0,3.971666666666666,0.9637609369714008,6,0,-0.0099999999999997,0.8853782810914202,1,0,87204,2022,3,0,3,3,0,3,0,6,2,0.29,0.3541513124365681,0.10149999999999999,0.10833333333333332,0.5639846457699014,1,1,1,1,3,exemplary,2,8,132,2,12.0,1,0,1,1,0,0,0,1,4,0.6,2,0.4333333333333333
105411100620,3.6,152.0,2.85,0.4968110695937877,10,1,-0.0699999999999998,0.7990433208781362,1,0,88210,2020,2,1,1,2,0,1,1,3,4,0.28,0.3196173283512545,0.098,0.027291666666666665,0.4449089950179212,1,1,1,0,2,proficient,1,0,0,1,3.0,1,1,0,0,0,0,0,0,2,0.3,0,0.10916666666666666
105251102122,3.97,127.0,3.973333333333333,0.9653431213087902,6,0,0.0700000000000002,0.8858529363926371,0,0,74234,2022,5,0,5,5,0,4,1,9,3,0.36,0.3543411745570548,0.126,0.07177083333333333,0.5521120078903882,1,1,1,0,2,proficient,2,0,0,2,11.5,2,0,0,1,0,0,1,0,4,0.6,0,0.2870833333333333
105251103722,3.96,127.0,3.878333333333333,0.8413686069058876,6,0,-0.02,0.8474105820717662,0,0,74234,2022,1,1,0,1,0,1,0,2,2,0.19,0.3389642328287065,0.06649999999999999,0.14276041666666667,0.5482246494953732,1,1,0,1,2,proficient,4,6,90,4,10.75,2,0,1,1,1,0,1,1,8,1.0,3,0.5710416666666667
105401111321,3.99,147.0,3.8625,0.7539144740637101,8,0,0.0300000000000002,0.824924342219113,0,0,86206,2021,3,0,3,3,0,0,3,3,2,0.19,0.32996973688764525,0.06649999999999999,0.12307291666666664,0.519542653554312,1,1,1,1,3,exemplary,4,0,0,4,9.25,2,1,1,1,1,0,0,0,8,1.0,3,0.49229166666666657
105351104321,3.71,153.0,3.3687500000000004,0.5237959947285526,8,-1,-0.1,0.6208887984185658,1,0,88203,2021,4,3,1,4,0,4,0,8,3,0.31,0.24835551936742634,0.1085,0.05989583333333333,0.41675135270075964,1,1,1,1,3,exemplary,2,2,22,1,8.5,1,0,0,2,0,0,0,1,4,0.3,0,0.23958333333333331
105361102122,3.84,132.0,3.835,0.9099571463325232,6,0,0.1999999999999997,0.8529871438997569,1,0,84202,2022,2,1,1,2,0,1,1,3,4,0.28,0.3411948575599028,0.098,0.10447916666666668,0.5436740242265695,1,1,1,1,3,exemplary,4,0,0,3,10.5,4,0,0,2,1,0,1,0,8,0.8999999999999999,1,0.4179166666666667
105111106522,3.95,110.0,3.9583333333333335,0.952255167162479,6,0,-0.0299999999999998,0.8794265501487437,0,0,14401,2022,1,0,1,1,0,1,0,2,2,0.19,0.3517706200594975,0.06649999999999999,0.11072916666666667,0.5289997867261642,1,1,0,1,2,proficient,4,5,45,4,8.5,3,1,0,1,0,1,1,1,8,1.0,0,0.4429166666666667
105261106021,3.65,144.0,3.4625000000000004,0.6657724494830671,8,-1,-0.3500000000000001,0.6559817348449202,1,0,74230,2021,1,1,0,1,0,1,0,2,2,0.19,0.2623926939379681,0.06649999999999999,0.074375,0.40326769393796813,0,1,0,0,1,developing,3,0,0,2,9.0,1,0,0,2,0,0,1,0,6,0.6,0,0.2975
105191111522,3.88,126.0,3.888333333333333,0.9108460992563128,6,0,0.1899999999999999,0.8582538297768937,0,0,86231,2022,8,8,0,8,3,5,0,19,3,0.6100000000000001,0.3433015319107575,0.21350000000000002,0.0,0.5568015319107575,1,1,1,0,2,proficient,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0
105131108822,3.72,126.0,3.6366666666666663,0.8580780520909053,6,0,-0.0599999999999996,0.8224234156272715,0,0,48201,2022,1,0,1,1,0,1,0,2,2,0.19,0.3289693662509086,0.06649999999999999,0.11291666666666667,0.5083860329175753,1,1,0,1,2,proficient,4,6,60,4,6.0,3,1,0,0,1,1,1,1,8,1.0,1,0.45166666666666666
105741103621,3.74,144.0,3.25875,0.4454892181711782,8,-1,-0.1099999999999998,0.6011467654513535,0,0,60202,2021,1,0,1,1,0,1,0,2,2,0.19,0.2404587061805414,0.06649999999999999,0.07041666666666666,0.377375372847208,0,1,0,0,1,developing,1,0,0,1,13.0,0,0,1,0,0,0,0,0,2,0.3,2,0.2816666666666666
105241100821,3.83,147.0,3.69625,0.7846795353152595,8,0,0.08,0.8141538605945778,1,0,88204,2021,1,0,1,1,0,0,1,1,2,0.09,0.32566154423783117,0.0315,0.05541666666666666,0.41257821090449787,0,1,0,0,1,developing,1,0,0,1,13.0,0,1,0,0,0,0,0,0,2,0.3,0,0.22166666666666665
105241109222,3.92,129.0,3.92,0.934996973322344,6,0,0.0699999999999998,0.8704990919967032,0,0,88204,2022,1,0,1,1,0,0,1,1,2,0.09,0.34819963679868127,0.0315,0.09083333333333332,0.47053297013201456,1,1,0,1,2,proficient,2,4,48,2,12.0,1,0,0,1,1,0,0,1,4,0.6,1,0.3633333333333333
105251105619,3.46,146.0,3.40875,0.784469362519582,8,1,0.1899999999999999,0.8678408087558747,1,0,74234,2019,1,0,1,1,1,0,0,3,2,0.3399999999999999,0.3471363235023499,0.11899999999999997,0.07770833333333334,0.5438446568356833,1,1,1,0,2,proficient,3,0,0,3,7.666666666666667,3,1,0,1,0,0,1,0,6,0.8999999999999999,0,0.31083333333333335
105361100721,3.93,146.0,3.945,0.9493201712278428,8,0,-0.0499999999999998,0.8760460513683529,1,0,84202,2021,2,0,2,2,0,2,0,4,2,0.29,0.3504184205473412,0.10149999999999999,0.10458333333333333,0.5565017538806745,1,1,1,1,3,exemplary,2,9,171,2,10.0,0,1,1,0,0,0,0,1,4,0.6,2,0.41833333333333333
105711102220,3.92,158.0,3.9275,0.9262280978855916,8,0,0.1499999999999999,0.8678684293656774,0,0,60201,2020,1,1,0,1,0,0,1,1,2,0.09,0.34714737174627097,0.0315,0.07302083333333334,0.45166820507960426,1,1,0,1,2,proficient,2,0,0,2,9.5,2,0,0,1,1,0,0,0,4,0.6,1,0.29208333333333336
105251101922,3.81,127.0,3.746666666666666,0.8497675487468161,6,1,0.2099999999999999,0.9311802646240448,0,0,74234,2022,1,1,0,1,0,1,0,2,2,0.19,0.37247210584961793,0.06649999999999999,0.033541666666666664,0.47251377251628457,0,1,0,0,1,developing,1,0,0,1,5.0,1,1,0,0,0,0,0,0,2,0.3,0,0.13416666666666666
105361100522,3.88,128.0,3.888333333333333,0.9553868550273616,6,0,0.0,0.8716160565082084,0,0,84202,2022,8,6,2,8,1,4,3,14,5,0.8,0.3486464226032834,0.27999999999999997,0.027291666666666665,0.65593808926995,1,1,1,0,2,proficient,1,0,0,1,3.0,1,0,0,1,0,0,0,0,2,0.3,0,0.10916666666666666
105351105221,3.87,159.0,3.85375,0.9044007837020704,8,-1,-0.0099999999999997,0.7550702351106211,0,0,88203,2021,1,0,1,1,0,0,1,1,2,0.09,0.30202809404424846,0.0315,0.08052083333333333,0.41404892737758175,1,1,0,1,2,proficient,2,5,30,2,5.5,2,0,1,0,0,0,1,1,4,0.6,2,0.32208333333333333
105251106621,3.82,148.0,3.82,0.8463805199965971,7,0,-0.1200000000000001,0.831414155998979,0,0,74234,2021,1,1,0,1,0,1,0,2,2,0.19,0.3325656623995916,0.06649999999999999,0.095625,0.49469066239959164,0,1,0,0,1,developing,3,0,0,2,11.0,2,0,1,2,0,0,0,0,6,0.6,2,0.3825
105271104620,3.55,146.0,3.1,0.4645480518328241,9,1,-0.27,0.7831144155498473,1,0,70233,2020,1,0,1,1,0,1,0,2,2,0.19,0.31324576621993894,0.06649999999999999,0.12369791666666666,0.5034436828866056,1,1,0,1,2,proficient,4,5,50,4,10.25,3,0,0,1,1,1,1,1,8,1.0,1,0.49479166666666663
105461254023,3.9,34.0,2.1950000000000003,0.3629764065335753,2,0,3.46,0.6963929219600725,0,0,86904,2023,2,0,2,2,0,0,2,2,2,0.14,0.27855716878402903,0.049,0.06989583333333332,0.39745300211736234,1,1,1,1,3,exemplary,2,0,0,2,8.5,2,1,0,0,1,0,0,0,4,0.6,1,0.2795833333333333
105461217123,3.88,34.0,2.93,0.5181347150259068,2,0,1.88,0.740440414507772,1,0,86904,2023,1,1,0,1,1,0,0,3,2,0.3399999999999999,0.2961761658031088,0.11899999999999997,0.07864583333333333,0.4938219991364421,1,1,1,1,3,exemplary,2,0,0,2,6.5,0,0,1,0,1,0,0,0,4,0.6,3,0.3145833333333333
105461262323,3.94,34.0,2.1950000000000003,0.3629764065335753,2,0,3.5,0.7013929219600725,0,0,86904,2023,2,0,2,2,0,2,0,4,2,0.29,0.28055716878402903,0.10149999999999999,0.17541666666666667,0.5574738354506956,1,1,1,1,3,exemplary,4,17,257,3,10.0,4,0,2,0,1,0,1,1,8,0.8999999999999999,5,0.7016666666666667
105461213423,3.96,34.0,1.4633333333333336,0.3613382035185196,3,-1,3.52,0.6034014610555559,0,0,86904,2023,3,0,3,3,0,0,3,3,2,0.19,0.24136058442222239,0.06649999999999999,0.10802083333333332,0.41588141775555565,1,1,1,1,3,exemplary,2,8,88,2,9.5,2,0,1,0,1,0,0,1,4,0.6,3,0.43208333333333326
